;EA;EA2;EA3;EA4;EA5;EA10;EA50;EA100
529;51324;15041;15340;54743;15671;167210;796459;36517
530;326965;202090;168008;1774;170616;198280;131122;1285594
531;417921;7562;55293;197375;19717;98650;117952;123385
532;47660;31313;2959;87540;962;136975;492387;206041
533;144940;48061;13960;257219;34739;295010;116686;740526
534;19340;28921;222234;281130;96572;263838;58719;359962
535;40860;9661;65829;15409;42477;11369;26184;55738
536;82655;346652;10801;45513;41569;284454;103809;445446
537;75626;95320;104405;219580;373517;188798;414724;628692
538;220335;65400;60482;289996;306;48857;222815;663033
539;18595;32954;31551;126945;193174;132745;85729;70225
540;4961;32984;23746;186809;3820;28693;57106;96809
541;34871;31769;105372;86316;52812;915484;308532;763399
542;22493;14192;127680;73067;74025;41917;6715;629004
543;70878;32868;34189;353;42169;40789;190284;408288
544;119520;163324;188141;206851;367916;445134;312553;617450
545;88722;259090;47647;129848;5896;98493;77329;172428
546;266354;959;122783;31109;16234;12403;86693;304459
547;113012;14729;306223;67737;11057;130483;595957;458306
548;9511;70851;243480;320341;154652;522196;495333;1388529
549;20406;155839;25501;145123;12210;129747;92438;209078
550;341288;30096;47110;297890;97503;22401;236888;935881
551;169799;57554;161717;11899;186264;228216;1028992;1154094
552;19896;329;26898;32217;123102;155250;37175;1365393
553;10387;7519;62666;301618;116888;124257;48248;100848
554;223795;7295;28769;55666;34445;36172;101646;203824
555;120807;78524;81560;132460;6750;60641;799322;126784
556;55153;9896;158257;31716;47257;174563;54108;653676
557;159600;75085;8654;64763;211572;304836;1554552;699508
558;142605;147851;62167;22693;32557;35415;64350;39846
559;80372;78988;37912;128488;9446;87821;204021;244171
560;230375;784;136265;173214;17972;126066;239674;5032
561;272973;3612;7246;135969;52598;13427;257826;819632
562;6543;83877;135064;26671;68077;37604;199674;97426
563;49963;16596;54504;14709;40369;244592;125543;245289
564;30897;298270;353537;97070;341197;227864;780812;715757
565;48402;5404;31788;62669;11411;184557;44773;28104
566;4975;56588;255748;524464;65782;260886;1021278;366895
567;27085;16324;80426;60285;70646;140207;85533;26470
568;60706;69062;14467;114649;63376;306411;123298;58518
569;261218;58328;139700;56321;44896;40082;99222;523002
570;18190;95381;397131;40218;98808;130481;96639;821765
571;135147;61074;110808;12058;109281;43275;96745;56332
572;221205;26971;11222;201115;10647;14972;177730;466551
573;912289;170849;340161;299163;97500;16250;65313;475200
574;138615;35130;49181;130968;191682;365850;73795;650438
575;235799;231434;611603;5842;95411;124905;141891;448711
576;52757;10682;58029;9777;137072;131943;65830;267943
577;440443;703809;184556;7415;21021;106633;896339;120488
578;36659;97941;3994;92850;100767;319660;356284;1077744
579;193234;16011;328104;128549;260204;284350;253735;413364
580;46363;43585;71472;68272;112674;218814;164677;1057740
581;231475;42066;125450;33632;17798;93669;678441;250965
582;38044;45004;33643;10775;50953;109335;11762;447144
583;103193;188461;23442;176502;60628;278759;2118337;158307
584;183028;125641;59614;163487;124502;46481;402428;1289962
585;919400;30505;175527;194712;100138;331594;951028;466720
586;88368;180871;159553;23456;47196;337497;68839;572509
587;58024;87638;28504;124363;53011;290219;267263;238005
588;231564;108128;61426;78108;84323;23013;179984;46821
589;47086;198168;205776;5332;307820;94210;141184;31121
590;69872;18629;52086;107823;11492;111332;599229;455672
591;426002;196485;170096;239477;30377;2727;614611;450778
592;279723;191805;59238;50912;64196;140896;150356;857525
593;71744;3554;48678;41912;93978;96041;399464;122540
594;123936;353911;72551;295232;187030;179681;659176;873605
595;199621;36380;78368;2582;14950;116246;295310;157798
596;97216;33965;442128;573154;169027;554487;236165;493345
597;81781;220480;59759;34461;116927;9695;287567;632016
598;22825;41721;24201;59199;86755;13494;241141;39817
599;199644;198361;1727;253091;36176;53543;78637;406577
600;27474;124053;120580;17679;84179;55590;346979;784430
601;12155;160595;80495;175790;2645;1019;11791;841899
602;15826;58997;31326;276988;8486;91279;53557;138491
603;588323;28157;83531;136973;1152;159855;188340;693933
604;5623;59458;21104;83352;6842;13706;89878;334678
605;312554;308696;857575;7074;392091;327038;270139;638137
606;42494;420903;26080;21977;31978;87183;48171;901844
607;59012;242885;122905;15227;27301;1060510;1411931;435457
608;13742;33636;145802;4652;55296;128859;79412;510813
609;235890;258706;347573;334002;281789;76021;715843;176080
610;104516;153753;159021;95052;18651;90695;712264;1059255
611;71548;343451;205352;12507;67506;138215;483756;737530
612;106713;162814;41678;35455;49223;168420;114659;318155
613;263119;39008;155054;126696;223941;88646;223144;77568
614;76364;140173;173302;71784;88107;319941;448471;142659
615;530120;226901;73310;9970;175150;237277;114421;441296
616;177188;120272;50026;313108;49496;132664;446743;122740
617;97111;76660;86867;35780;65233;178934;292654;369268
618;79568;104798;49215;125383;56109;2733;77250;365823
619;676799;321965;266295;254425;151530;94143;11255;40709
620;8594;36514;49925;13054;71427;133976;683023;157006
621;7516;50632;13301;96454;65545;187503;326821;161079
622;289445;432105;135605;68250;28969;440629;896949;1262325
623;38339;46477;14818;85467;105142;20111;577381;1451949
624;117524;21888;29799;228779;35349;775751;117164;352016
625;38205;48208;22722;5542;24144;7426;270801;1015757
626;112796;332011;281818;170221;48838;5331;433915;172035
627;32536;18949;6270;65678;284421;191439;617402;151611
628;625607;244359;172204;148328;148559;288156;175139;219785
629;336660;62270;2072;4025;33355;283016;124167;173249
630;104462;13463;42613;236033;156420;134793;354852;34823
631;11310;24229;8307;24642;23765;300190;331928;221422
632;39143;72091;28245;25903;76902;68308;93849;130291
633;52313;303;420857;82950;27875;401774;504562;228881
634;83467;9928;25673;122129;24233;206074;115692;683249
635;99196;72884;1756;308732;42611;129073;48198;407829
636;38092;75390;1030973;84803;241157;214993;1642510;771139
637;327316;64815;14751;208070;416940;155516;1077896;260024
638;261522;81412;103266;12814;392;387356;602361;244494
639;50487;449077;129449;276782;35498;163397;466313;491684
640;138388;75989;168371;7742;94091;76803;1092753;734923
641;130201;47359;121403;119048;50354;110926;863176;804062
642;15903;323737;15465;43555;34282;132263;298211;207206
643;704763;105350;85007;172120;227580;74059;204962;425799
644;199090;132087;31293;21854;66699;2126;144994;688307
645;733253;43965;4618;236384;265747;79888;236592;150609
646;95185;24717;16765;70004;29484;309092;1150977;2244237
647;134946;55582;287042;21408;137455;73211;71847;27269
648;6271;2861;104719;24700;114023;131065;50390;291877
649;23486;310990;114942;61469;50845;10563;183998;422648
650;706433;274966;277950;210009;88724;84583;935317;395608
651;18781;36785;165017;198296;44909;204498;135243;49488
652;32694;142152;64384;467223;238681;63081;368108;132261
653;967200;69324;33122;120127;364936;206709;232888;207307
654;122189;25417;145646;234248;72991;30695;413682;85545
655;31155;20413;225010;75896;190481;861154;82822;431726
656;298570;9218;252399;222811;55935;205209;316264;1629460
657;41758;39728;127106;45861;120727;162328;8564;264957
658;43491;10654;65092;67240;56021;53135;288998;584878
659;26590;61305;81413;56486;102986;65899;8441;40093
660;110975;110466;64312;100274;113568;288089;360180;53515
661;127636;75897;107357;13201;914069;250811;47249;13384
662;44822;137083;70735;14140;76647;40784;29954;398620
663;65820;378606;75104;36268;22757;176651;46675;29640
664;14610;45506;2305;62750;102632;53178;75281;120745
665;210243;185140;98437;185429;8767;330786;139875;2616533
666;64839;19163;61171;20706;99444;49576;450628;276455
667;37405;43351;65985;58869;229739;2033;208121;437431
668;324820;47427;83934;857589;11312;205258;124730;3845883
669;259588;103723;308925;78000;130337;735231;52389;580770
670;295563;63438;733802;385677;271978;129378;401574;507314
671;73597;23049;202885;19591;46786;225181;346661;217541
672;154492;191568;24231;95652;27322;249114;294562;1459202
673;10889;16182;79922;15248;114829;138833;61652;124213
674;159371;40485;9569;48979;61084;50170;136137;455403
675;81006;42722;60307;301377;20234;135919;173743;2262616
676;49077;136752;98868;2713;117769;12139;745515;445918
677;93787;6736;45614;6451;57175;66179;740126;585918
678;6695;122558;149358;150829;17434;24701;44535;372631
679;109821;176006;169363;5719;40260;18048;58847;207723
680;241287;134378;344097;4394;50771;73043;2886798;811390
681;16454;35200;11517;27567;7293;242773;492665;1157033
682;398645;62619;186440;24599;34432;52553;40182;798599
683;187804;985157;2022;42119;270340;148769;708164;431439
684;552070;13147;46014;346629;135840;168880;59343;1386636
685;1191;26920;40591;275639;462557;238321;324192;387164
686;12726;858280;550640;183934;1064;117475;890925;58043
687;61851;15910;82781;16725;24145;120524;55574;1028354
688;46796;57871;182579;94369;254719;61376;271708;1317070
689;48950;38259;129304;97756;105896;240152;1022909;846081
690;481128;83301;98354;23320;142757;182113;126499;566607
691;13220;23135;73951;157651;306573;206727;959616;538668
692;55743;78873;156327;27761;166659;107;423569;490046
693;81986;206095;263109;36129;39168;93685;73952;132651
694;112374;127212;241556;66836;380789;264265;78462;24033
695;45115;1323;100215;248721;174433;113486;132364;120263
696;765170;59812;5105;13598;97344;377950;602719;1369427
697;256802;43119;17967;290463;214776;456747;482857;291436
698;19242;64583;103317;247083;35683;586121;24001;639937
699;51057;247168;35868;119766;92468;39700;586482;78110
700;17417;20158;104016;119035;109400;615079;709408;2596088
701;163543;66131;34686;335976;41729;136630;1552284;210910
702;428811;38376;56232;48324;120121;34004;74879;374915
703;983057;248446;142038;48178;50334;409033;406879;368761
704;513203;714339;31579;225361;94333;432535;31557;1494224
705;521065;423601;67060;68176;777671;1074408;511382;1314932
706;47995;29676;16713;178163;21313;14685;81100;21978
707;153838;4162;109023;145151;13489;120075;115423;118997
708;33943;112855;187877;289201;275475;171628;16167;376803
709;74518;26363;50829;22714;200839;516080;3180737;540507
710;2878;90021;191390;293116;39976;109257;243736;882968
711;298754;396507;270849;178840;295564;20786;79365;2084526
712;60290;47048;3538;38075;273513;192630;700056;474530
713;201079;48693;8455;234806;38453;205524;180596;177581
714;275069;151945;1077108;32667;601262;25436;15987;1136812
715;38074;21707;47916;25283;44320;15534;314570;208073
716;55913;160910;89624;334522;68001;754439;302766;486465
717;641513;74543;54417;28109;473976;443014;275873;83949
718;76312;52289;22309;178195;779;224290;67211;186078
719;11434;61912;59554;18394;50169;32188;8408;164887
720;57325;64504;66452;18010;109526;141186;139261;34186
721;353786;49112;109442;183944;96644;25080;284664;1317427
722;40519;363590;22741;155550;175712;495899;206068;1237297
723;226618;65540;24198;14403;10515;77756;3467;1282125
724;541741;179217;669024;295394;26614;346438;264829;450035
725;119252;81619;185721;72753;125913;13866;221682;615077
726;2748;53651;164125;11542;60263;56547;493731;376584
727;566;283857;5299;58683;13123;150065;78189;262681
728;544795;363485;86299;14560;17412;285033;922036;797572
729;26065;522667;16317;331269;530837;62070;1054896;1882494
730;14706;51172;19686;52071;147440;49934;802516;239811
731;65703;10575;8939;65730;50060;31882;112365;608124
732;548620;88420;204977;313500;91979;115757;97891;46649
733;216092;21124;11520;35257;2067;102500;153127;1239616
734;17445;9342;169726;41930;98257;65973;740499;321859
735;26259;372583;22862;17021;14885;70616;257875;751351
736;67989;31191;115451;16489;284076;13658;60083;236707
737;372575;135710;320708;47078;263513;77350;175502;444550
738;34167;165951;9298;48597;15666;24623;21352;97225
739;61269;86464;27835;38470;13428;70738;259806;81567
740;64985;196135;103061;118745;53641;231724;1734332;258901
741;21645;126975;8345;247866;30350;54719;78437;1007901
742;50745;311507;223516;140833;67299;400563;254821;1257041
743;38408;287978;12569;72611;123949;792854;1658236;68577
744;29199;120260;57470;197992;49809;2749;35331;156226
745;125728;183551;148922;173788;153857;17810;250878;44997
746;1697985;47995;521707;158481;28546;30706;233640;463268
747;10335;32991;114669;14223;15470;90004;9286;205832
748;101600;848337;51515;137888;103387;531462;1575786;400057
749;9556;14376;258334;167594;21043;48307;138354;206296
750;907176;52004;391651;68782;208120;131072;70829;6561
751;359202;42646;122375;47325;477074;213766;371322;99821
752;29337;21872;567078;21788;167121;262549;1359801;922241
753;121389;231331;131317;100026;14022;146282;336958;94291
754;30780;1031;81389;18912;80544;170362;53224;274993
755;80859;131144;47784;6949;45916;76699;69291;345149
756;251294;18342;337967;394636;171404;43506;32322;1028866
757;56096;2890;51802;15712;134243;258935;294599;136700
758;7595;2938;636099;127352;17433;228572;607958;153860
759;45152;36078;227926;87124;881;59339;137497;113729
760;109538;48489;44994;119779;158501;169700;90949;70073
761;58486;20568;23058;173114;77262;57748;76641;571837
762;102127;5179;23150;94281;44960;278400;1030636;49036
763;60182;214596;37927;10559;3487;60254;2203174;1271719
764;13484;225114;153703;112512;12051;42655;293006;705052
765;74204;3693;7725;28184;12273;134867;33223;164990
766;408364;67040;113970;150918;60427;12494;403903;813797
767;67460;35449;221438;34456;85700;30429;443318;38521
768;76214;580109;249430;34762;161135;236770;253634;62399
769;40385;50285;136464;117263;15334;144110;44526;1267443
770;56897;140598;41006;60630;62507;1349522;494400;212875
771;838971;33991;46029;59901;92604;13412;78052;222035
772;512075;102394;11708;15441;20482;250892;290443;49855
773;90308;43357;22433;29900;59482;7630;308629;386733
774;561341;15751;42706;103815;53296;565176;1574311;70687
775;66134;15711;61255;70103;11123;123135;887113;94953
776;39733;43023;20897;61676;28165;15837;108573;157886
777;102124;71450;100164;55589;220268;257770;78576;203962
778;18996;34109;36016;97503;94991;206094;1851;519468
779;350973;41897;89667;31701;112357;83688;242611;1283435
780;130915;124001;134168;79682;244724;94566;129659;535956
781;51956;352079;14225;330413;44371;217346;226013;557930
782;23863;32376;43894;64666;113960;97228;730658;706383
783;331787;326273;1033011;372249;3965;2545;468231;39054
784;484369;60729;183664;74124;66941;22385;62724;349634
785;28253;432216;39231;114650;31277;469364;690690;42833
786;19590;9472;146720;5709;28381;51750;195953;212168
787;100198;60937;47366;63300;103180;29912;56543;499149
788;41848;27943;59101;139537;90762;124245;74458;1281453
789;23398;184645;169080;155853;5770;99960;970736;227478
790;367932;29373;44774;27965;282585;129897;43881;249105
791;338076;77529;11878;4348;14139;92475;20061;542999
792;9912;114164;77923;9113;204147;90647;260387;331455
793;43757;111120;7250;14882;2090;358797;1540126;871055
794;136021;275487;204081;14504;113489;314353;77836;18140
795;85501;95501;39641;185129;135860;31910;279889;502664
796;152513;204108;67924;10877;59306;98171;311344;247477
797;5835;65355;90690;300433;29674;21019;64275;1448897
798;5586;131781;50787;24819;30012;8024;66851;427351
799;59475;91617;412817;53495;88336;186921;130171;243364
800;45904;295571;76797;160014;26839;498032;91686;318888
801;433074;62105;87303;90837;133231;178709;539479;497218
802;223626;19383;286414;2965;164280;37560;685847;172088
803;50893;29868;148304;413274;168119;295858;1079499;183477
804;10995;125783;12374;178704;60988;246757;110147;18268
805;8395;29464;91756;22464;134461;147613;93470;314576
806;45250;63019;554;141897;18465;177845;73677;486029
807;224593;32235;43207;50120;35146;67957;399899;1487157
808;37503;11180;75544;143027;5198;92570;189938;480412
809;147468;17702;36160;17169;74837;133132;56755;474184
810;44057;18064;1958;13093;45275;65511;436527;41860
811;982014;100847;19586;36713;63227;204280;314258;1007235
812;60122;97594;34862;12951;157600;142080;183272;286043
813;371228;16613;92027;95813;25119;234804;199856;681242
814;14836;150397;552;32510;50144;95009;99392;812714
815;140338;4974;16973;138180;7503;7732;48294;343108
816;103322;56424;89629;64063;223582;66309;340308;197610
817;1338;244291;248207;13279;6036;10375;188675;221934
818;13200;89099;27214;360139;364552;281704;611640;1056800
819;17353;6276;394891;98799;32712;35387;211090;168757
820;33025;38773;165387;76246;73814;62199;366782;141498
821;30342;12890;149963;56054;74130;348880;186477;252377
822;376968;100844;45608;75259;66447;62204;347291;335633
823;15844;170847;5648;51864;57087;486757;131004;658490
824;6281;152922;51328;28252;29658;169550;326758;206031
825;222276;80392;216170;260857;73307;591815;932213;335822
826;136454;60222;14764;44161;95230;493313;373618;40776
827;11888;70532;87847;156543;117638;37359;74093;903920
828;83857;32347;64258;111695;2072;120;74798;692605
829;272826;24520;138642;337991;111758;378048;348425;375740
830;32089;196365;176674;81928;191722;353165;202750;42110
831;124170;114339;63291;68185;24286;1052731;248783;174089
832;1449693;185591;2294;9614;1519;35994;606424;1755079
833;8405;9139;87431;41340;105478;1192;32147;830707
834;86163;66621;82285;203617;23228;67216;308717;296172
835;73520;31462;129110;57192;420066;144329;146647;1202452
836;116341;57460;19141;1891;66364;81895;4826;357933
837;249807;267148;59916;9631;33281;194601;109423;5268
838;17739;102516;222766;91707;167346;16908;169711;141339
839;75240;258927;38975;63876;37558;61972;35344;238576
840;163027;352042;11908;66852;101826;247988;452808;690559
841;67938;132898;76787;82992;237506;309951;108275;1002923
842;93694;14644;93297;73188;79182;190490;472653;508437
843;61437;80830;50133;138069;98265;158166;82630;42115
844;22651;53886;8714;5243;10611;12835;134372;781048
845;49276;356120;1656;70373;18683;25329;114152;547108
846;14504;58594;167201;156002;3032;212227;89603;164072
847;731196;27582;207892;388732;208774;335936;71127;1929100
848;21630;123779;48893;10199;114127;10917;414635;909295
849;298253;226167;30135;244808;116616;178475;478484;105789
850;300919;404174;217051;338571;248199;23807;489211;6177
851;102961;21216;93917;38960;52304;88907;661530;390565
852;628380;100321;5138;103190;127635;392845;740354;1061607
853;14715;6784;7726;30527;190471;277529;688276;306255
854;30722;121632;19148;108095;39037;101521;5258;127348
855;51631;82641;863056;139521;243053;12072;101901;203234
856;40503;44890;6103;118372;117277;73573;412993;1661127
857;6412;154284;103997;341664;525857;169933;5752;53326
858;142872;19833;1781;15855;74781;203232;1383515;174546
859;204112;227408;55305;329813;230229;51158;817863;28367
860;19139;34404;58812;163624;59615;66181;279706;235185
861;145237;106345;118653;12979;226348;70038;481685;864420
862;3593;79256;211513;65000;10115;186793;826846;349951
863;268930;46819;12629;29979;118608;380571;35595;716648
864;364222;16736;4176;18230;49836;92576;221382;200887
865;192267;154237;167511;107532;59025;84315;303534;180165
866;54854;34598;314043;27208;9904;6667;4089;822171
867;145625;22797;169351;89167;10331;301706;144828;896175
868;48440;142345;51200;195402;59083;25403;567605;570749
869;1106294;474530;87879;172051;93002;329345;41258;1931141
870;4866;3834;844;65606;102159;4205;53625;1167485
871;365580;85272;35514;12692;186914;254324;61694;67306
872;38078;160179;74852;63173;107449;470492;123435;1155244
873;69502;17888;58581;166784;30527;135076;218633;962197
874;166513;54776;46231;343999;67979;108389;381375;321979
875;5092;136619;65645;97348;8791;132187;106178;685583
876;107244;68200;322893;154262;29047;44785;543157;738088
877;13057;53194;77432;107833;144071;56316;50062;292012
878;96002;5740;70892;23996;39944;115992;154677;19543
879;394211;252416;75044;70427;101451;375120;749557;26940
880;1893;4808;76226;9540;7636;11324;206423;19128
881;41248;56840;195105;91329;84653;96740;158726;101326
882;313981;140819;53219;51773;57537;542133;369749;345845
883;55357;7212;10923;124622;20226;218166;682064;308788
884;19242;55239;118636;28180;43252;49088;1482503;1015614
885;768197;27358;216625;106109;116307;151890;846435;1445130
886;87546;78748;18397;110564;117522;192013;235752;57166
887;39249;129141;101227;47389;110926;301669;110503;420711
888;110687;243944;335963;6253;67958;142908;110091;1912676
889;5453;55621;26675;187436;344936;10245;1271398;98727
890;61868;20620;25912;167749;733116;19627;406939;251823
891;57913;22238;51468;88736;61370;185835;455973;339220
892;60504;29960;90220;253694;77834;25989;211886;311584
893;210801;199096;272526;44279;41378;140546;258347;393961
894;31708;62671;19887;33836;86752;30501;211799;1183230
895;119831;38475;107901;66917;175506;2523;84437;331231
896;46441;30671;385710;143268;77735;193584;20961;155294
897;262789;128836;161386;78519;52963;42572;337355;496105
898;380691;100452;83611;110598;151668;223400;1227871;487748
899;90931;32234;124823;60883;922;55458;261287;48445
900;332409;108255;26283;28484;129717;1929;6001;102776
901;58069;37072;101670;1180;29866;26652;57494;89564
902;146895;250606;82684;19193;44599;4810;141471;306471
903;45762;16345;257890;8513;178008;179121;503138;1152322
904;21455;203836;179063;72566;41082;795215;526987;204045
905;140511;48288;22070;132302;192447;51360;310027;1289651
906;13410;40094;8006;61491;243674;53649;894768;727078
907;7799;9536;23565;5133;95068;32529;23363;317282
908;125183;167388;138345;50528;129791;106267;1704271;217501
909;14629;127630;2024;24271;88819;303235;386912;139139
910;706224;278118;53186;261922;47608;89624;29325;673461
911;11834;168238;5639;135370;180540;86010;386450;382391
912;8796;28432;157538;14240;54114;189901;39135;316145
913;61296;35748;7257;6742;179202;818177;1226208;72470
914;26096;24963;105791;25073;126667;54229;68756;441293
915;22141;75004;27790;52369;85782;12125;100101;61638
916;262850;12736;227054;93973;44493;135770;109258;273965
917;22447;41110;119703;82523;40171;33763;670076;159114
918;633143;65056;104653;74220;848070;45311;36965;4221499
919;234529;83147;46584;4049;294054;165129;106609;875412
920;43549;565;21655;144281;81202;243955;423556;660661
921;10156;51813;70681;95910;48640;41881;45813;1313257
922;66806;34210;57356;1390;60486;71016;395556;774647
923;3637;235289;261426;320301;436965;121541;271110;43139
924;251024;83649;50476;17862;15557;516206;25366;28779
925;91481;143950;67455;78536;44784;134749;1001080;413318
926;81266;311750;1166443;434587;137851;103004;4633;115401
927;9771;12977;28123;77768;71311;20676;23036;245487
928;15285;39539;36114;10740;13522;106739;148761;209037
929;140409;379351;51865;8882;277625;183022;81454;70792
930;35808;194397;69527;86118;22614;109933;332112;254920
931;115340;136231;147729;110906;141939;59982;289698;521109
932;84848;39128;17037;102786;294563;1275;480305;1038283
933;205209;11254;72346;9034;16173;101209;418629;290863
934;391555;142323;13550;152279;44762;23828;1097790;390178
935;5112;149290;76599;2696;258742;19375;224093;360966
936;29284;8012;541405;91176;123208;316357;441547;349339
937;6188;19161;114637;33814;123181;35239;108605;473328
938;143894;20843;20607;15424;99654;31417;2287;1061877
939;881489;836110;181650;44040;59444;172634;128675;981995
940;130094;128078;125036;7178;48554;276667;976357;1263724
941;92835;171159;4817;7023;126984;94901;323402;2099687
942;180916;46049;12939;93736;61686;13408;392694;818294
943;213609;359895;177319;274295;319432;257252;434263;571674
944;6520;33696;124700;8523;33712;178664;70871;315698
945;159625;20214;23601;96883;111290;14872;23206;156171
946;578027;85277;85802;58043;184178;40895;231338;2555248
947;51054;209419;2762;64838;176002;48916;368708;179498
948;78082;19416;21980;148049;15948;3783;98917;493840
949;55405;2869;219647;84793;74096;13546;439955;418650
950;83625;72505;20624;76246;44738;37197;24637;487749
951;155939;242048;108530;72559;203012;5914;1199858;2274710
952;75022;267152;303328;65767;106630;33855;44575;75364
953;23454;33273;78469;135045;1381;12751;22401;159720
954;166100;165378;91337;17943;42137;67321;127144;175061
955;137895;197682;47128;100714;67098;42222;370269;283867
956;55746;19558;187087;145664;119461;36562;251534;655216
957;155334;173481;370175;191003;88358;211255;637234;676239
958;39602;103796;91326;47935;319205;134053;604298;297728
959;4900;12205;26584;50761;12839;139550;230894;721737
960;429122;373743;44861;174709;55879;48737;195805;31823
961;23781;46152;124919;123164;209672;267137;24324;601100
962;463223;282240;200211;134993;21254;20383;698295;905819
963;64685;7334;63805;62809;50238;38283;86116;504642
964;113709;226616;80345;238113;88556;168555;16712;1636471
965;53603;95490;33854;59298;142505;39057;203287;597500
966;118868;3532;232805;62655;125039;217635;751268;1508160
967;105682;22739;3095;54010;48736;451178;63450;472057
968;114803;3950;26614;89950;3224;401092;340918;754207
969;5443;844553;54828;275634;178733;26575;55033;313924
970;67340;5838;41872;198946;185704;32369;222395;2281324
971;217443;107866;130183;71639;100067;191835;179649;298948
972;123729;83724;86988;101972;81108;348469;90131;13277
973;131960;115020;132763;42299;2332;122805;287127;441435
974;24293;174825;25044;32452;46244;141331;540991;1597854
975;251175;43264;128919;171248;59350;156994;406218;115622
976;40292;140824;115116;58380;52967;62570;31779;177192
977;119627;19373;164395;47776;75427;190817;118776;754831
978;13201;26492;109238;14359;89151;1378949;715889;332173
979;35713;91947;92511;137522;54775;265232;947304;1018320
980;1419293;529875;663460;542337;382539;196989;198414;41840
981;298897;16214;141109;247558;105777;90784;178811;113800
982;171386;236243;55597;11674;7803;20961;360498;224444
983;96895;7825;21210;2719;24491;155393;243932;177445
984;29179;66751;133880;572026;100660;144184;6779;787221
985;28686;5510;73686;325087;213720;54551;158283;243266
986;180882;3846;6806;90217;124608;24735;354334;806068
987;102239;499797;458588;184634;262260;340605;361643;2830041
988;504499;94601;280253;372354;231532;41003;679463;326486
989;352669;21932;216841;17329;17088;330454;242183;144992
990;33042;123991;75540;291892;103186;433518;48527;32249
991;286203;115880;65398;3917;3420;459701;231826;599589
992;141747;54641;328;78619;129505;45186;149747;853243
993;89441;33066;12782;104396;242082;277698;65098;169581
994;88444;34947;206519;60029;101364;174879;1526;817945
995;15198;46111;263706;31067;28651;499431;171351;22217
996;10367;20596;39499;429353;82412;376318;832101;843112
997;94061;16799;529419;70130;69479;41044;149150;584419
998;260846;194835;55262;317543;264603;38488;23581;97956
999;183186;8225;84293;42373;78505;7893;227642;277384
1000;43597;5776;195628;116443;375331;244225;655128;18890
1001;133265;398312;352086;7615;64066;80684;381513;271539
1002;4242;88789;1020;51238;249313;19640;31058;11362
1003;131124;123486;716292;136724;43937;393085;216741;112476
1004;110362;133569;681701;45470;472275;510842;525355;1501212
1005;274111;65526;244659;228922;84116;49588;77777;732344
1006;28803;162084;12908;122312;242736;142542;614219;384972
1007;617072;39602;231668;4410;12689;6946;42305;328583
1008;181240;103117;233230;38187;148457;228550;145658;2633961
1009;48783;177942;171550;18531;18843;120756;859433;996743
1010;18050;62030;249121;223705;50433;100759;923576;735722
1011;22252;6865;46197;64098;42743;389505;133661;1368137
1012;7309;36111;285746;28010;24717;176954;395;634484
1013;47485;7496;141880;229588;96547;373637;121207;480260
1014;225980;581155;605471;233972;27612;99307;71746;2239234
1015;28856;23022;7464;49645;113639;130498;18976;515431
1016;1251398;19971;44691;118365;165606;344856;1128367;1114324
1017;101267;120685;30123;17159;24215;102935;24056;311523
1018;29339;27505;89070;315340;18669;182140;4446;194689
1019;21814;86894;62508;24733;7452;41887;579577;167527
1020;1938685;76368;42819;116064;28326;202924;671792;755403
1021;4070;223077;195985;13779;34244;18546;97920;57755
1022;12664;53862;85078;138763;54490;49537;70882;995461
1023;3737;70722;136797;116559;163016;585623;395771;307364
1024;45659;65766;78518;35500;29356;11141;27395;239787
1025;813231;319895;353350;509967;339287;90756;1416385;786069
1026;15699;14270;72030;73253;40774;80158;136961;32962
1027;92366;11439;47324;63681;18806;579412;663761;709213
1028;33220;34976;2503;90271;31383;74531;31763;295645
1029;573044;49196;2121;132867;53189;13946;272952;197783
1030;152717;138771;29964;272533;320198;184234;232225;1773252
1031;512312;19129;40234;42459;97803;96706;188661;584304
1032;11929;40472;30680;41557;32350;23434;139651;111583
1033;114653;32821;25775;42623;110917;3436;400422;155262
1034;72249;537176;78632;210599;45029;9218;135537;325705
1035;103430;239921;144980;185348;188664;796517;306360;601349
1036;22441;91178;136857;463297;48746;110828;818618;462764
1037;52089;533966;226439;173183;143733;32487;941999;526779
1038;17342;37127;56866;19121;193807;43504;609755;85645
1039;57426;179964;26214;90034;63269;733;346981;55776
1040;208029;96490;33711;339711;28334;27844;17644;170538
1041;39000;20024;171790;167818;63817;165671;142197;2623804
1042;233314;6898;44634;496218;40808;218672;205966;126311
1043;10160;15153;85719;85266;17483;204923;1026827;137032
1044;714983;461873;121344;126384;30856;162213;87474;104714
1045;5233;308822;546033;65941;35232;96416;2069804;314829
1046;1568771;94388;22097;33348;237648;6618;59712;610912
1047;241387;46738;5426;53534;53761;283707;22300;60508
1048;115353;15174;20756;131247;306187;35660;232321;1405381
1049;71808;10853;63424;558;133514;38864;366778;915226
1050;168588;494501;28919;254160;172091;116018;67950;41902
1051;47628;39609;220846;106276;32247;75873;144062;400213
1052;500686;67646;299062;269734;36510;53458;7836;28145
1053;32478;216217;55066;1800;2243;2668;155849;447645
1054;524607;845906;541889;84824;303433;103764;108608;188456
1055;28699;5380;149005;73101;42353;70291;93135;425622
1056;18219;33467;50311;220828;627751;4339;280812;168110
1057;38943;74817;32742;17829;60229;57674;214319;437039
1058;70034;33202;147853;20179;107603;73429;32551;477658
